수준,어휘,길잡이말,품사,中文,길잡이말,中文,품사,中文,어휘
중급,집중,所有人的目光都聚焦於此시선 집중,名詞명사,專注,시선 집중,所有人的目光都聚焦於此,명사,名詞,집중02
중급,집중적,濃厚興趣집중적 관심,形容詞和名詞관형사·명사,密集的,집중적 관심,濃厚興趣,관형사·명사,形容詞和名詞,집중적
중급,짓,壞事나쁜 짓,名詞명사,行為,나쁜 짓,壞事,명사,名詞,짓01
중급,짖다,小狗강아지가,動詞동사,吠,강아지가,小狗,동사,動詞,짖다
중급,짙다,顏色색깔이,形容詞형용사,黑暗的,색깔이,顏色,형용사,形容詞,짙다02
중급,짚다,職員지팡이를,動詞동사,指向,지팡이를,職員,동사,動詞,짚다01
중급,짜다,圍巾목도리를,動詞동사,鹹,목도리를,圍巾,동사,動詞,짜다01
중급,짜다,牙膏치약을,動詞동사,鹹,치약을,牙膏,동사,動詞,짜다02
중급,-짜리,100韓元硬幣백 원짜리,詞綴접사,-,백 원짜리,100韓元硬幣,접사,詞綴,-짜리02
중급,짜증스럽다,說話的方式말투가,形容詞형용사,真煩人,말투가,說話的方式,형용사,形容詞,짜증스럽다
중급,짝수,奇數홀수,名詞명사,偶數,홀수,奇數,명사,名詞,짝수
중급,짠맛,這就是我。이 나다,名詞명사,鹹味,이 나다,這就是我。,명사,名詞,짠맛
중급,-째,第一的첫째,詞綴접사,-,첫째,第一的,접사,詞綴,-째02
중급,쪽,頁碼쪽 번호,名詞명사,邊,쪽 번호,頁碼,명사,名詞,쪽02
중급,쪽,幾片蘋果사과 몇 쪽,從屬名詞/名詞의존명사/명사,邊,사과 몇 쪽,幾片蘋果,의존명사/명사,從屬名詞/名詞,쪽03
중급,쫓겨나다,在家裡집에서,動詞동사,被踢出,집에서,在家裡,동사,動詞,쫓겨나다
중급,쫓기다,向警方경찰에게,動詞동사,被追逐,경찰에게,向警方,동사,動詞,쫓기다
중급,쫓다,罪魁禍首범인을,動詞동사,跑步,범인을,罪魁禍首,동사,動詞,쫓다
중급,쫓아가다,致公司회사로,動詞동사,追趕,회사로,致公司,동사,動詞,쫓아가다
중급,쫓아내다,在村子裡마을에서,動詞동사,開車出去,마을에서,在村子裡,동사,動詞,쫓아내다
중급,쫓아다니다,進階的선배를,動詞동사,追逐,선배를,進階的,동사,動詞,쫓아다니다
중급,쫓아오다,一位朋友친구가,動詞동사,追趕,친구가,一位朋友,동사,動詞,쫓아오다
중급,쭉,畫一條直線줄을 쭉 긋다,副詞부사,直的,줄을 쭉 긋다,畫一條直線,부사,副詞,쭉
중급,-쯤,大約在這個階段이쯤,詞綴접사,-大約,이쯤,大約在這個階段,접사,詞綴,-쯤02
중급,찌르다,用針바늘로,動詞동사,生產,바늘로,用針,동사,動詞,찌르다
중급,찌푸리다,印象인상을,動詞동사,皺眉,인상을,印象,동사,動詞,찌푸리다
중급,찍다,用斧頭도끼로,動詞동사,槎,도끼로,用斧頭,동사,動詞,찍다01
중급,찍히다,郵票도장이,動詞동사,待拍照,도장이,郵票,동사,動詞,찍히다02
중급,찜질,沙浴모래 찜질,名詞명사,藥膏,모래 찜질,沙浴,명사,名詞,찜질
중급,찡그리다,臉얼굴을,動詞동사,皺眉,얼굴을,臉,동사,動詞,찡그리다
중급,찢다,紙종이를,動詞동사,撕,종이를,紙,동사,動詞,찢다
중급,찢어지다,論文종이가,動詞동사,撕裂,종이가,論文,동사,動詞,찢어지다
중급,차도,繞著로 다니다,名詞명사,車道,로 다니다,繞著,명사,名詞,차도01
중급,차라리,死了更好차라리 죽는 게 낫다,副詞부사,相當,차라리 죽는 게 낫다,死了更好,부사,副詞,차라리
중급,차량,控制을 통제하다,名詞명사,車輛,을 통제하다,控制,명사,名詞,차량01
중급,차로,叉를 건너다,名詞명사,開車,를 건너다,叉,명사,名詞,차로02
중급,차리다,食物음식을,動詞동사,準備,음식을,食物,동사,動詞,차리다
중급,차림표,給를 주다,名詞명사,選單,를 주다,給,명사,名詞,차림표
중급,차마,我實在做不到。차마 할 수 없다,副詞부사,我實在無法讓自己,차마 할 수 없다,我實在做不到。,부사,副詞,차마
중급,차별,性別歧視남녀 차별,名詞명사,歧視,남녀 차별,性別歧視,명사,名詞,차별
중급,차비,生產를 내다,名詞명사,運輸成本,를 내다,生產,명사,名詞,차비02
중급,차선,改變을 변경하다,名詞명사,車道,을 변경하다,改變,명사,名詞,차선03
중급,차원,這不一樣。이 다르다,名詞명사,方面,이 다르다,這不一樣。,명사,名詞,차원01
중급,차이,年齡差異나이 차이,名詞명사,不同之處,나이 차이,年齡差異,명사,名詞,차이
중급,차이점,沒有이 없다,名詞명사,差異,이 없다,沒有,명사,名詞,차이점
중급,차차,情況逐漸好轉차차 좋아지다,副詞부사,恰恰,차차 좋아지다,情況逐漸好轉,부사,副詞,차차01
중급,차창,擦拭을 닦다,名詞명사,車窗,을 닦다,擦拭,명사,名詞,차창
중급,차츰,情況逐漸好轉차츰 나아지다,副詞부사,逐步地,차츰 나아지다,情況逐漸好轉,부사,副詞,차츰
중급,착각,陷入에 빠지다,名詞명사,誤解,에 빠지다,陷入,명사,名詞,착각03
중급,찬성,相反的반대,名詞명사,贊同,반대,相反的,명사,名詞,찬성01
중급,참가,申請表참가 신청서,名詞명사,參與,참가 신청서,申請表,명사,名詞,참가01
중급,참고,參考資料참고 자료,名詞명사,參考,참고 자료,參考資料,명사,名詞,참고01
중급,참기름,申請을 바르다,名詞명사,香油,을 바르다,申請,명사,名詞,참기름
중급,참석,參加會議회의 참석,名詞명사,出勤率,회의 참석,參加會議,명사,名詞,참석
중급,참석자,出席人員名單참석자 명단,名詞명사,參與者,참석자 명단,出席人員名單,명사,名詞,참석자
중급,참여,有許多가 많다,名詞명사,參與,가 많다,有許多,명사,名詞,참여
중급,참으로,一切都很順利。참으로 잘되다,副詞부사,的確,참으로 잘되다,一切都很順利。,부사,副詞,참으로
중급,참조,請參考照片。사진 참조,名詞명사,參考,사진 참조,請參考照片。,명사,名詞,참조02
중급,창,打開을 열다,名詞명사,窗戶,을 열다,打開,명사,名詞,창09
중급,창가,坐에 앉다,名詞명사,窗邊,에 앉다,坐,명사,名詞,창가01
중급,창고,存放於에 보관하다,名詞명사,貯存,에 보관하다,存放於,명사,名詞,창고01
중급,창구,售票櫃檯예매 창구,名詞명사,窗戶,예매 창구,售票櫃檯,명사,名詞,창구01
중급,창밖,查看을 보다,名詞명사,窗外,을 보다,查看,명사,名詞,창밖
중급,창작,創造與模仿창작과 모방,名詞명사,創建,창작과 모방,創造與模仿,명사,名詞,창작
중급,창조,韓文的創造한글 창조,名詞명사,創建,한글 창조,韓文的創造,명사,名詞,창조03
중급,창피,遭受를 당하다,名詞명사,恥辱,를 당하다,遭受,명사,名詞,창피
중급,찾아내다,寶藏보물을,動詞동사,尋找,보물을,寶藏,동사,動詞,찾아내다
중급,찾아다니다,景點명소를,動詞동사,搜尋,명소를,景點,동사,動詞,찾아다니다
중급,찾아뵙다,成年人어른을,動詞동사,訪問,어른을,成年人,동사,動詞,찾아뵙다
중급,채널,轉動을 돌리다,名詞명사,頻道,을 돌리다,轉動,명사,名詞,채널
중급,채우다,鎖자물쇠를,動詞동사,滿足,자물쇠를,鎖,동사,動詞,채우다01
중급,채우다,座位자리를,動詞동사,滿足,자리를,座位,동사,動詞,채우다03
중급,채택,接受答案답변 채택,名詞명사,採用,답변 채택,接受答案,명사,名詞,채택
중급,책가방,攜帶을 메다,名詞명사,書包,을 메다,攜帶,명사,名詞,책가방
중급,책임,輸을 지다,名詞명사,責任,을 지다,輸,명사,名詞,책임
중급,책임감,這很強。이 강하다,名詞명사,責任,이 강하다,這很強。,명사,名詞,책임감
중급,책임자,懲罰를 처벌하다,名詞명사,主管,를 처벌하다,懲罰,명사,名詞,책임자
중급,책임지다,結果결과를,動詞동사,承擔責任,결과를,結果,동사,動詞,책임지다
중급,챔피언,佔據을 차지하다,名詞명사,冠軍,을 차지하다,佔據,명사,名詞,챔피언
중급,챙기다,包包가방을,動詞동사,照顧,가방을,包包,동사,動詞,챙기다
중급,처녀,少女時代처녀 시절,名詞명사,處女,처녀 시절,少女時代,명사,名詞,처녀
중급,처리,事故處理사고 처리,名詞명사,治療,사고 처리,事故處理,명사,名詞,처리02
중급,처방,降低을 내리다,名詞명사,處方,을 내리다,降低,명사,名詞,처방
중급,처방전,移除을 떼다,名詞명사,處方,을 떼다,移除,명사,名詞,처방전
중급,처벌,接收을 받다,名詞명사,懲罰,을 받다,接收,명사,名詞,처벌
중급,처하다,處於風險之中위험에,動詞동사,句子,위험에,處於風險之中,동사,動詞,처하다
중급,천국,地獄지옥,名詞명사,天堂,지옥,地獄,명사,名詞,천국01
중급,천둥,就是這樣。이 치다,名詞명사,雷,이 치다,就是這樣。,명사,名詞,천둥
중급,천사,天使之翼천사의 날개,名詞명사,天使,천사의 날개,天使之翼,명사,名詞,천사05
중급,천장,這是高이 높다,名詞명사,天花板,이 높다,這是高,명사,名詞,천장02
중급,천재,天才詩人천재 시인,名詞명사,天才,천재 시인,天才詩人,명사,名詞,천재03
중급,천주교,相信를 믿다,名詞명사,羅馬天主教,를 믿다,相信,명사,名詞,천주교
중급,철,這會改變이 바뀌다,名詞명사,鋼,이 바뀌다,這會改變,명사,名詞,철01
중급,철,這이 들다,名詞명사,鋼,이 들다,這,명사,名詞,철02
중급,철도,都市鐵路도시 철도,名詞명사,鐵路,도시 철도,都市鐵路,명사,名詞,철도
중급,철저히,徹底預防철저히 예방하다,副詞부사,完全地,철저히 예방하다,徹底預防,부사,副詞,철저히
중급,첨부,附件文件첨부 서류,名詞명사,附,첨부 서류,附件文件,명사,名詞,첨부01
중급,첫눈,墜入愛河에 반하다,名詞명사,初雪,에 반하다,墜入愛河,명사,名詞,첫눈01
중급,첫눈,它正在下降이 내리다,名詞명사,初雪,이 내리다,它正在下降,명사,名詞,첫눈02
중급,첫사랑,與…重聚과 재회하다,名詞명사,初戀,과 재회하다,與…重聚,명사,名詞,첫사랑
중급,첫인상,這很好이 좋다,名詞명사,第一印象,이 좋다,這很好,명사,名詞,첫인상
중급,청구서,來가 오다,名詞명사,帳單,가 오다,來,명사,名詞,청구서
중급,청소기,買를 사다,名詞명사,吸塵器,를 사다,買,명사,名詞,청소기02
중급,청하다,幫助도움을,動詞동사,問,도움을,幫助,동사,動詞,청하다
중급,청혼,拒絕을 거절하다,名詞명사,求婚,을 거절하다,拒絕,명사,名詞,청혼02
중급,체계,被捕獲가 잡히다,名詞명사,系統,가 잡히다,被捕獲,명사,名詞,체계03
중급,체력,訓練을 단련하다,名詞명사,體力,을 단련하다,訓練,명사,名詞,체력
중급,체면,這是剪輯版이 깎이다,名詞명사,臉,이 깎이다,這是剪輯版,명사,名詞,체면02
중급,체온,這屬於이 떨어지다,名詞명사,溫度,이 떨어지다,這屬於,명사,名詞,체온
중급,체조,體操比賽체조 경기,名詞명사,體操,체조 경기,體操比賽,명사,名詞,체조02
중급,체중,調整을 조절하다,名詞명사,重量,을 조절하다,調整,명사,名詞,체중01
중급,체하다,米밥이 ,動詞동사,假裝,밥이 ,米,동사,動詞,체하다02
중급,체험,間接經驗간접 체험,名詞명사,經驗,간접 체험,間接經驗,명사,名詞,체험
중급,초-,早春초봄,詞綴접사,蠟燭-,초봄,早春,접사,詞綴,초-22
중급,초가을,初秋之風초가을 바람,名詞명사,初秋,초가을 바람,初秋之風,명사,名詞,초가을
중급,초겨울,初冬的寒冷초겨울 추위,名詞명사,初冬,초겨울 추위,初冬的寒冷,명사,名詞,초겨울
중급,초급,初級초급 단계,名詞명사,初學者,초급 단계,初級,명사,名詞,초급01
중급,초기,童年초기 단계,名詞명사,開始,초기 단계,童年,명사,名詞,초기04
중급,초록,用來繪畫으로 칠하다,名詞명사,抽象的,으로 칠하다,用來繪畫,명사,名詞,초록02
중급,초반,遊戲初期경기 초반,名詞명사,早期的,경기 초반,遊戲初期,명사,名詞,초반01
중급,초보,新手駕駛초보 운전,名詞명사,基本原理,초보 운전,新手駕駛,명사,名詞,초보01
중급,초보자,我是游泳初學者。수영 초보다,名詞명사,初學者,수영 초보다,我是游泳初學者。,명사,名詞,초보자
중급,초봄,早春之風초봄의 바람,名詞명사,早春,초봄의 바람,早春之風,명사,名詞,초봄
중급,초승달,這上升了。이 뜨다,名詞명사,新月,이 뜨다,這上升了。,명사,名詞,초승달
중급,초여름,初夏的炎熱초여름 더위,名詞명사,初夏,초여름 더위,初夏的炎熱,명사,名詞,초여름
중급,초저녁,這段路經過이 지나다,名詞명사,傍晚時分,이 지나다,這段路經過,명사,名詞,초저녁
중급,초점,匹配을 맞추다,名詞명사,重點,을 맞추다,匹配,명사,名詞,초점03
중급,초조,焦慮和緊張불안과 초조,名詞명사,煩惱,불안과 초조,焦慮和緊張,명사,名詞,초조03
중급,초청,特邀講座초청 강연,名詞명사,邀請,초청 강연,特邀講座,명사,名詞,초청01
중급,초청장,傳送을 보내다,名詞명사,邀請函,을 보내다,傳送,명사,名詞,초청장
